review_id,product_id,reviewer_id,stars,text,review_title,language,product_category,real_sentiment,negative_sentiment_pred_proba,neutral_sentiment_pred_proba,positive_sentiment_pred_proba,predicted_sentiment
en_0814842,product_en_0322557,reviewer_en_0029671,1,The protective seal was broken when I received this item and a large amount of the contents had spilled out of the container into the plastic bag that the item was in. This was a huge disappointment as you should never use any product when the protective seal has been broken. This caused a major delay in several of my DIY projects that I needed this product for to make several Christmas gifts.,Protective Seal Broken Upon Receipt of Item,en,beauty,negative,0.9428296685218812,0.0515917539596557,0.0055785947479307,negative
en_0195591,product_en_0245963,reviewer_en_0753362,1,I’m extremely disappointed with this purchase. The amount of pilling on these blankets is unreal. I have blue fuzz all over my house. I’m surprised there is any blanket left. I followed the washing instructions and both times I have washed them they have come out terribly. I would not buy.,Buy if you feel like cleaning fuzz all over your house,en,home,negative,0.9807944297790528,0.0139457825571298,0.0052599268965423,negative
en_0884188,product_en_0256216,reviewer_en_0865932,2,"This plastic filter wrench is too soft, it could not hold the extension, the extension kept spinning around in the head of the wrench, I had to use a one inch socket on the outer end to remove the oil filter, but even this part was too soft. It won't last long, maybe one or two more use and it will Ibe worn out. It should have been made of metal.",The material is too soft,en,automotive,negative,0.9412320256233216,0.0540200918912887,0.0047479514032602,negative
en_0082330,product_en_0831686,reviewer_en_0856293,3,smaller than other Champion in the same size,Three Stars,en,apparel,neutral,0.3707287609577179,0.4976989328861236,0.1315723061561584,neutral
en_0394441,product_en_0862532,reviewer_en_0597745,1,"swimsuit indicated that it was Prime and consistently shipping dates kept getting pushed out to a later time. The swimsuit ended p coming after my vacation which was completely disappointing and while contacting Amazon and Cupshe, nobody could give me a proper update as to when I would receive it.",Shipping Nightmare,en,apparel,negative,0.8004046678543091,0.1810340732336044,0.0185612812638282,negative
en_0906933,product_en_0316128,reviewer_en_0709800,3,Minimal protection that is just barely better than no case at all. It does allow the beauty of the phone to show through though. If you're very careful this one will work. Otherwise... keep looking.,Looks Nice - Minimal Protection,en,wireless,neutral,0.3705223500728607,0.5815227627754211,0.0479548834264278,neutral
en_0073649,product_en_0649895,reviewer_en_0309372,3,Does not work as I thought it would. It really doesn't help much. It only last for like a hour.,It only last for like a hour,en,sports,neutral,0.965315580368042,0.0305008720606565,0.0041835033334791,negative
en_0044623,product_en_0604075,reviewer_en_0234505,1,This product is not what I ordered and paid for. This was supposed to be a vintage compact mirror (peacock). Highly upset as this was a Christmas gift for my sister!!!,Not what I ordered!!!,en,home,negative,0.9815388321876526,0.014349422417581,0.0041116843931376,negative
en_0289654,product_en_0927842,reviewer_en_0606481,5,My cheerleaders loved being able to pick out their own socks,Great choices,en,apparel,positive,0.0039744656533002,0.0162885952740907,0.9797369837760924,positive
en_0559694,product_en_0251774,reviewer_en_0641015,2,How can I give it a review when It never shipped to my house?,Never shipped!,en,kitchen,negative,0.8409633040428162,0.1336096823215484,0.0254271086305379,negative
en_0916035,product_en_0369425,reviewer_en_0865594,1,Phone has scratches all over it after less than a month of regular using,Does not work as it supposed to,en,wireless,negative,0.7758488655090332,0.2039597034454345,0.0201914831995964,negative
en_0542558,product_en_0525205,reviewer_en_0727937,5,Great price. Good quality.,Five Stars,en,home,positive,0.0040017585270106,0.0155442804098129,0.9804539084434508,positive
en_0838601,product_en_0910450,reviewer_en_0216926,4,"Very pleased overall. I'm glad I tried these on at a local store before ordering on Amazon though. Per the sizing guide, it recommended medium. I have average to small hands but had to order a large. It's still pretty tight around the thumbs when trying to take them off. Very sturdy gloves with Velcro that stays put. Protect hands very well even with aggressive weight lifting.",Very cushiony and supportive. Sizing runs small.,en,sports,positive,0.0041772481054067,0.0336812548339366,0.9621415138244628,positive
en_0046381,product_en_0475800,reviewer_en_0119370,2,Not the correct bulbs would not work in conjunction with factory fog lights,Good quality,en,automotive,negative,0.8361161947250366,0.1527213454246521,0.0111625082790851,negative
en_0823017,product_en_0198430,reviewer_en_0732204,4,"Bought this for my wife and she likes it. So far, it has held up well but then she does not use her cell phone like I do.",If my wife likes it then I like it!,en,wireless,positive,0.1043724715709686,0.5583091378211975,0.3373183608055115,neutral
en_0492224,product_en_0492630,reviewer_en_0888665,5,It definitely helps curb your appetite! I found it helps me to take two pills.,It works!,en,drugstore,positive,0.0036085175815969,0.0186886806041002,0.977702796459198,positive
en_0028555,product_en_0096960,reviewer_en_0644805,5,"Just received them (very quick service) and they are just as pictured, maybe even better. Got 4 shells, all in perfect condition and various colors and the plants were big, bushy and very healthy. Easy to assemble and they are adorable. Thanks!!!! Highly recommend.",Perfect,en,lawn_and_garden,positive,0.0040207146666944,0.0091104777529835,0.9868687987327576,positive
en_0131560,product_en_0268514,reviewer_en_0058756,2,"The groovy papaya colorway has a scripted champion logo stitched on on the picture on Amazon, but what came was a hoodie with just the ""c"" logo on the top right of the chest",Groovy Papaya not as expected,en,apparel,negative,0.5099270343780518,0.3846003711223602,0.1054726094007492,negative
en_0777509,product_en_0195129,reviewer_en_0699953,5,"Exactly what it is, works great!",works great!,en,automotive,positive,0.0038732253015041,0.0087282536551356,0.9873985052108764,positive
en_0884245,product_en_0501071,reviewer_en_0253389,1,I enjoyed using a previous larger version of this humidifier but this model (1) is small and doesn't output much mist or meaningfully change room humidity according to an indoor humidity gauge and (2) produces very loud water gurgling and bubbling sounds that kept me awake. The older version did not have these issues.,Very loud and weak,en,home,negative,0.1416414082050323,0.6033575534820557,0.255001038312912,neutral
en_0373163,product_en_0326061,reviewer_en_0582809,2,"The desciption needs to be changed to PU leather, NOT LEATHER! this is wrong!!!!",NOT LEATHER AS ADVERTISED,en,apparel,negative,0.9248350262641908,0.0645485743880271,0.0106164691969752,negative
en_0553115,product_en_0404367,reviewer_en_0961329,2,"Not too picky about these sorts of things but the vanilla smell was too ""chemically."" Not a pleasing scent at all and the drops came out weird. Had to shake the vial pretty hard to get the drops out. Gave this one about three chances in the diffuser before giving up and throwing the vial in the trash. I ordered vanilla from somewhere else.",Weird Smell and Clogged Hole,en,drugstore,negative,0.8751450777053833,0.1164407506585121,0.0084141734987497,negative
en_0175688,product_en_0538605,reviewer_en_0170872,4,Just what I need to get telemetry from my Frsky receiver to the F4 flight controller.,Four Stars,en,toy,positive,0.0039043924771249,0.0126395728439092,0.9834560751914978,positive
en_0989425,product_en_0915051,reviewer_en_0024896,5,I enjoy all the fragrances and the assortment is great. The only thing I don’t like is that nowhere does it tell me if they are natural or synthetic.,A fragrance for every mood!,en,home,positive,0.0053740185685455,0.034244280308485,0.9603817462921144,positive
en_0379198,product_en_0978884,reviewer_en_0974650,2,"It’s perfect for my needs, but broke after 7 months of daily use.",Fun while it lasted...,en,kitchen,negative,0.5233066082000732,0.430192768573761,0.0465006567537784,negative
en_0711560,product_en_0180124,reviewer_en_0772604,2,"I have a Moto Z Force. The audio works great and I can control volume and pause/mute from my headset. But, the charger port does not work on either adapter in the two-pack. Could have bought better. Returned. Most, if not all, of the 5 star ratings are fake. You can tell by seeing what other things they have rated on their profiles. Many of them are the same products rated on the same days. Clearly fake.","Moto Z Force: Audio works, charging does not.",en,wireless,negative,0.6854305863380432,0.27237269282341,0.0421967208385467,negative
en_0216847,product_en_0168308,reviewer_en_0126487,1,"Won’t pull dents out, once pressure is applied, the tool just pops off. Glue that does stick to the car is a pain to get off, will even pull off paint. This this is worthless.",Do not buy,en,automotive,negative,0.9818669557571412,0.0113955484703183,0.0067375297658145,negative
en_0341110,product_en_0731630,reviewer_en_0667086,1,Flag is printed on only one side of the material. Pay a little more and get something usable.,Don’t buy,en,lawn_and_garden,negative,0.927556335926056,0.065184362232685,0.0072593404911458,negative
en_0287103,product_en_0027084,reviewer_en_0009280,3,It fits for a 2015 Nissan Altima. Easy to install. DOES NOT come with any screws which I didn’t like. It’s only the mount.,Easy fit,en,automotive,neutral,0.0050164805725216,0.0314116515219211,0.963571846485138,positive
en_0373233,product_en_0168686,reviewer_en_0497457,2,"I wish I would have known to pay attention to the ""voltage"" or some sort of suction rating. While I love the attachments it's barely more useful than a broom. I end up sweeping after it for all the pieces this misses.",Not worth the money,en,home,negative,0.2320887446403503,0.6896656155586243,0.0782456323504448,neutral
en_0135259,product_en_0341751,reviewer_en_0264624,4,The size was perfect! The quality is very good and held up during our very windy nights.,The size was perfect! The quality is very good and held up ...,en,lawn_and_garden,positive,0.0029545368161052,0.0109959710389375,0.986049473285675,positive
en_0408238,product_en_0433868,reviewer_en_0793577,2,"Nice brushes and low price cost of 2 pack. My son loves the colours of the brushes, but feel small in his hand. Also ,very small brush tooo. I would like to say not cleaned well, just ok.",So for ok,en,beauty,negative,0.1724966019392013,0.714522123336792,0.1129812821745872,neutral
en_0941943,product_en_0213848,reviewer_en_0814817,1,"I purchased this trimmer because the one I've had for several years just died. I use a trimmer to trim my husband's unruly eyebrows! The first and only time I tried to use this tool, it twisted and pulled the hair out, instead of cutting it. I threw it in the garbage and used my scissors instead. This is a cheap piece of trash!! Don't waste your time and money, choose another brand!! It is truly rated ZERO!",There is not a lower rating than 1 star! NOT WORTH TEN CENTS!,en,beauty,negative,0.9712803959846495,0.0117847826331853,0.0169348176568746,negative
en_0739118,product_en_0371329,reviewer_en_0831834,4,Does the job and one of the only I could find for grandson's LG Rebel,Does the trick,en,wireless,positive,0.0060484902933239,0.0346897915005683,0.9592617750167848,positive
en_0325745,product_en_0525108,reviewer_en_0649771,5,The peeler works exactly as I hoped it would. I bought it specifically to peel mangoes and it does a great job.,Works great,en,kitchen,positive,0.0031088034156709,0.0117658087983727,0.9851254224777222,positive
en_0522787,product_en_0788921,reviewer_en_0383242,2,"I ordered 3 different palettes, only this one came broken. Well over half of them were obliterated, and all colors I wanted to use. So be very careful if you order, make sure you open over a surface that can be cleaned....I opened mine over light colored pants while sitting on a light colored blanket, SUPER BAD IDEA. Only reason I’m giving 2 stars is because there are still a couple of colors to use, and they seem to be of good quality!","Awesome colors, now almost useless :(",en,beauty,negative,0.8490450978279114,0.1246065273880958,0.0263483207672834,negative
en_0062782,product_en_0741975,reviewer_en_0172916,2,"Now it just sprays non-stop. It is easy to clean and was easy to assemble, but I didnt expect it to be disposable. Disappointed. Its suppose to have a warranty, but not sure I would even want another one. Luckily and unfortunately, it was cheap.",Worked well.... twice.,en,lawn_and_garden,negative,0.5077289938926697,0.4567582607269287,0.0355127565562725,negative
en_0161373,product_en_0345668,reviewer_en_0846279,1,Stopped working after four weeks. DO NOT BUY THIS PRODUCT.,One Star,en,lawn_and_garden,negative,0.9807197451591492,0.0108994152396917,0.0083809103816747,negative
en_0442417,product_en_0526198,reviewer_en_0785628,5,Have used with several loads of laundry. Gentle to fabrics and seem gentle to my skin.,Gentle to fabrics and skin.,en,drugstore,positive,0.017253965139389,0.0685370117425918,0.914209008216858,positive
en_0602709,product_en_0188477,reviewer_en_0828298,2,To long and thin for my use. Had to return it.,Two Stars,en,lawn_and_garden,negative,0.7359867691993713,0.243040457367897,0.0209727641195058,negative
en_0485655,product_en_0205265,reviewer_en_0384463,5,Love the fact that it comes with a case that looks very good and holds all my fishing equipment that I bought with it and very well love how compact it is it's a pick up and throw in your trunk fishing case with lures anchors and weights and all sorts of stuff that includes with it the fishing rod is really good and durable at a really good price this is a deal,Love the fact that it comes with a case that ...,en,sports,positive,0.0030353220645338,0.0117615526542067,0.9852031469345092,positive
en_0811188,product_en_0028823,reviewer_en_0770066,5,Used for personal use. Not a professional.,great tools,en,beauty,positive,0.6734437942504883,0.2961173355579376,0.0304388310760259,negative
en_0896897,product_en_0052282,reviewer_en_0718620,4,"I have had this product for less than 2 weeks so my experience and results are limited at this time. That said, so far I do like the product.",so far I do like the product,en,drugstore,positive,0.0139486575499176,0.1300496757030487,0.856001615524292,positive
en_0551578,product_en_0890927,reviewer_en_0861254,1,The description of this product indicated that it would have a cosmetic flaw only. This pendant is missing the socket. There is no place to put the light bulb.,The description of this product indicated that it would have ...,en,home,negative,0.8063902854919434,0.1792082339525222,0.0144014973193407,negative
en_0799676,product_en_0890735,reviewer_en_0926531,4,These are great for blocking out light but they are plastic tracks and are not going to look like professional blind tracks. You get what you pay for. They were definitely easy to install and serve their purpose.,Functional but plastic,en,home,positive,0.0150721641257405,0.1121651381254196,0.8727626800537109,positive
en_0583813,product_en_0298259,reviewer_en_0152882,2,The product came in a plastic bag and box but the labels were wet so I could not read them. I sprayed the product and there was very little change on the leads but it pretty much hurt all the plants.,Not working very well,en,lawn_and_garden,negative,0.7985537052154541,0.1805127412080764,0.0209335703402757,negative
en_0273360,product_en_0428086,reviewer_en_0134088,2,"This was great while it worked, but just stopped working after a month. Tried new batteries, no joy....sad granddaughter.",Sadly it stopped working.,en,toy,negative,0.947489619255066,0.0469360500574111,0.0055742869153618,negative
en_0307604,product_en_0610310,reviewer_en_0015477,2,Pieces fit together loosely,,,,,,,,
en_0020062,product_en_0433333,reviewer_en_0963928,5,Great little plush owl.,Lifelike look and soft,en,toy,positive,0.0042894082143902,0.0144430240616202,0.9812675714492798,positive
en_0062573,product_en_0561281,reviewer_en_0208297,2,"Bought this after I gave birth to lighten the line of my tummy. Didn't do anything but exfoliate the skin... although, the line did gas over time without the cream",Not good for lightening,en,beauty,negative,0.426476776599884,0.4246524274349212,0.1488707959651947,negative
en_0324732,product_en_0573474,reviewer_en_0146396,2,"Plastic is way too hard,",Two Stars,en,beauty,negative,0.675628662109375,0.2883386611938476,0.0360326990485191,negative
en_0895268,product_en_0437013,reviewer_en_0530972,1,Not what I expected at all. It's very heavy and uncomfortable. It's like resting my head on a block,Horrible,en,home,negative,0.9339613318443298,0.0604642815887928,0.0055744224227964,negative
en_0328699,product_en_0195879,reviewer_en_0563160,1,"Product arrived with scratches on it prior to even removing it from its packaging, then when I tried to use it there was no connection. This spliter does not do what it is intended to do. Interesting that all of the 5 star reviews are from unverified purchases.. 🤔",Not worth purchasing..,en,wireless,negative,0.9244582653045654,0.0554071925580501,0.0201345868408679,negative
en_0422709,product_en_0389670,reviewer_en_0587730,2,I liked how thick the product was also very sticky but it was very difficult to install and had a lot of air bubbles underneath that I was unable to remove,Its definitely cabinet lining!,en,home,negative,0.7067268490791321,0.2732814252376556,0.0199917536228895,negative
en_0716036,product_en_0604767,reviewer_en_0197164,5,It genuinely makes your teeth white and is natural so would highly recommend this to anyone looking for natural whitener!,Natural whitener,en,beauty,positive,0.0033130329102277,0.0108464183285832,0.9858405590057372,positive
en_0805201,product_en_0062580,reviewer_en_0006090,3,No joke as I was getting ready to right a GOOD review for this figit toy. IT BROKE. Didnt even last 10 minutes. I am so disappointed as I was hoping this tou could help my 4 year old with his trichotillomania. Edit. The seller issues a refund quickly so I will increase my rating to 3 stars,FELL APART IN LESS THAN 10 MINUTES,en,toy,neutral,0.1878146678209304,0.7672915458679199,0.0448938123881816,neutral
en_0166948,product_en_0686757,reviewer_en_0033928,4,The animal print is great and realistic. I just wish instead of the whole cats face its just the cats mouth.,Nice products for the price,en,drugstore,positive,0.0079709906131029,0.0510468520224094,0.9409821033477784,positive
en_0281362,product_en_0208320,reviewer_en_0613715,1,I never received this and I was need to go to the store to buy a replacement,I never received this,en,home,negative,0.9823040962219238,0.0126793710514903,0.005016544368118,negative
en_0445299,product_en_0913286,reviewer_en_0808028,3,"A little thinker than I wanted, but does protect the rear camera well. Also has side protection, but does not protect the screen when put face down. I personally don't like the 'sticky' feel of the TPU material and will be returning.","Good case for some, just not for me.",en,wireless,neutral,0.3332251012325287,0.6151160001754761,0.0516589023172855,neutral
en_0730863,product_en_0435499,reviewer_en_0053489,3,"The sprinkler spout snaps on the bottle, but leaks.",Sprinkler spout leaks,en,lawn_and_garden,neutral,0.5635783672332764,0.3932397961616516,0.0431818291544914,negative
en_0857285,product_en_0641580,reviewer_en_0214455,5,Lamp works perfectly for my chicks,Works great,en,lawn_and_garden,positive,0.0034655469935387,0.0122129200026392,0.9843215942382812,positive
en_0157211,product_en_0144615,reviewer_en_0591475,3,Great delivery but it did have some grease marks around the bottom of the box. This is a great addition to my MOTU Funko set.,Great delivery but it did have some grease marks around ...,en,toy,neutral,0.009518289938569,0.0957009866833686,0.8947807550430298,positive
en_0041354,product_en_0772804,reviewer_en_0678883,3,"Didn't expect much for the price, and that's about what I got. It covers and protects my table, just have to live with a grid of folds from packaging. Seller advised to use a hair dryer to flatten out the wrinkles, but it was a very painstakingly slow process that only took some of the sharp edges off of the folds, didn't make much difference. Going to invest in something better (and much more expensive) for daily use, this is OK for what it does.",You get what you pay for,en,home,neutral,0.1138911321759224,0.699799656867981,0.1863092333078384,neutral
en_0576710,product_en_0493150,reviewer_en_0829065,5,High quality product. I prefer the citrate formula over other types of magnesium,Quality product,en,drugstore,positive,0.0038496414199471,0.019451206550002,0.9766991138458252,positive
en_0584969,product_en_0726230,reviewer_en_0727635,3,It works okay for listening to music with headphones but never works when I'm trying to use it for a call. Just splurge on the real product from Apple.,"Not Great, Just Okay",en,wireless,neutral,0.7270286083221436,0.252214252948761,0.0207571145147085,negative
en_0694232,product_en_0228697,reviewer_en_0447792,4,Exactly what you need to cut & strip fresh herbs and leafy greens. Easy to use and clean. Great safety tab that allows you to retract blades. Super easy to clean. Much better quality than others I’ve used & broken. Plastic could be a tad thicker to make it last longer - but at this price it can’t be beat that’s my only quasi-complaint. Still ranks as one of the best I’ve found after purchasing & breaking 2 other brands previous to this.,Fantastic cutter for leafy greens & herbs,en,kitchen,positive,0.0041688401252031,0.0108018368482589,0.9850292801856996,positive
en_0070482,product_en_0372388,reviewer_en_0072010,2,I loved the hat but I have a wider face. The bill didn’t quite look right- was too narrow for my face so I returned it.,Cute hat but for narrow faces,en,apparel,negative,0.4798512458801269,0.4814743399620056,0.0386743918061256,neutral
en_0353248,product_en_0200613,reviewer_en_0155239,4,A little big but good quality.,Nice,en,apparel,positive,0.006041023414582,0.0370079055428504,0.9569510221481324,positive
en_0111925,product_en_0395964,reviewer_en_0983931,1,I thought I was buying a regular size tube of toothpaste. Why would I pay $2 for a travel size tube of toothpaste???? I felt like this was false advertising and a waste of money.,I felt like this was false advertising and a waste of money,en,beauty,negative,0.9778361320495604,0.016403516754508,0.0057602715678513,negative
en_0054349,product_en_0472996,reviewer_en_0656284,4,my baby did came with a missing face plate but is still a very cool pop,umm,en,toy,positive,0.0887387469410896,0.4290751218795776,0.4821861088275909,positive
en_0412285,product_en_0845949,reviewer_en_0094783,5,Very useful. Good quality. It protects my hand very well,Useful,en,sports,positive,0.0031574389431625,0.0109681393951177,0.9858744144439696,positive
